kepoi_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_score,koi_model_snr,koi_impact
K03087.01,FALSE POSITIVE,5.548297,62.0,4.4866,0.79,857.0,,5175.0,4.53,0.79,,19.8,0.9
K03087.02,FALSE POSITIVE,1.22174063,32.2,7.443,0.46,1461.0,1081.5,5258.0,4.514,0.835,0.0,19.4,0.004
K03088.01,CONFIRMED,3.484149,171.0,1.527,1.18,1208.0,,5993.0,4.5,0.94,,14.7,0.03
K03088.02,CANDIDATE,67.8766605,389.2,2.598,1.92,455.0,10.11,6018.0,4.485,0.975,,9.1,0.0011
K03089.01,CANDIDATE,0.858548,123.0,1.0481,0.98,1642.0,,5073.0,4.49,0.92,,14.3,0.3
K03090.01,CONFIRMED,3.822234,426.0,1.9055,1.6,736.0,,3972.0,4.49,0.7,,19.0,0.72
K03090.02,FALSE POSITIVE,15.0368455,596.2,3.067,5300.07,398.0,5.91,3854.0,4.718,0.53,,12.1,92.5597
K03091.01,CONFIRMED,17.06766,321.0,6.1623,2.2,791.0,,6370.0,4.43,1.09,,14.9,0.83
K03091.02,CANDIDATE,7.9069765,126.1,4.634,1.13,994.0,230.28,6347.0,4.464,0.996,0.879,8.3,0.038
K03092.01,FALSE POSITIVE,5.785382,297.0,2.2309,1.68,1088.0,,6318.0,4.49,0.99,,16.1,0.3
K03093.01,CONFIRMED,29.60913,115.0,5.5398,1.1,571.0,,5905.0,4.53,0.9,,16.0,0.82
K03094.01,CONFIRMED,4.5770016,710.0,0.949,1.33,567.0,24.38,3805.0,4.767,0.497,1.0,18.0,0.327
K03095.01,CONFIRMED,3.423896,144.0,1.9199,1.13,1188.0,,5959.0,4.52,0.92,,13.6,0.54
K03096.01,CONFIRMED,14.4541302,84.3,7.095,0.79,676.0,49.51,5559.0,4.496,0.79,,17.5,0.774
K03097.01,CONFIRMED,11.92163,55.0,4.9249,1.82,1128.0,,6306.0,4.01,1.79,,18.8,0.97
K03097.02,CONFIRMED,6.80257947,32.7,4.608,0.73,1026.0,262.26,6006.0,4.403,1.082,0.982,14.7,0.889
K03097.03,CONFIRMED,8.70312154,32.0,4.807,0.72,945.0,188.7,6006.0,4.403,1.082,1.0,13.0,0.886
K03098.01,FALSE POSITIVE,1.332557603,225.3,6.043,19.88,1703.0,1983.27,6091.0,4.487,0.967,0.0,28.1,1.174
K03099.01,FALSE POSITIVE,14.0498182,472.0,2.907,1.45,480.0,12.56,4228.0,4.618,0.652,0.0,14.5,0.569
K03100.01,FALSE POSITIVE,0.8125887,56.0,1.2209,1.01,2036.0,,6093.0,4.49,0.98,,22.9,0.97
K03101.01,CONFIRMED,14.2563272,206.1,4.796,1.73,797.0,95.22,6140.0,4.455,1.027,0.998,14.3,0.894
K03102.01,CANDIDATE,9.32097,281.0,2.357,1.03,494.0,,4099.0,4.73,0.529,,8.0,0.85
K03103.01,FALSE POSITIVE,19.30768,33.0,4.8313,0.56,699.0,,5900.0,4.425,1.01,,8.0,0.25
K03104.01,CANDIDATE,1.2368676,211.0,0.953,1.6,1542.0,,5590.0,4.52,0.86,,16.0,0.94
K03105.01,CANDIDATE,4.2123434,131.7,5.821,0.79,887.0,146.4,5116.0,4.591,0.7,,12.9,0.2167
K03106.01,CONFIRMED,0.9689678,131.0,1.4063,1.25,1743.0,,5617.0,4.47,0.99,,13.2,0.74
K03107.01,FALSE POSITIVE,8.58986,312.0,4.1687,1.83,874.0,,5537.0,4.4,1.07,,15.1,0.03
K03108.01,CONFIRMED,7.362723,421.0,1.492,2.0,895.0,,5855.0,4.54,0.89,,17.9,0.78
K03109.01,CONFIRMED,10.676126,154.0,4.6965,1.26,871.0,,5952.0,4.405,1.046,,24.4,0.12
K03110.01,CONFIRMED,4.48494315,134.9,2.752,1.23,1199.0,488.22,6217.0,4.437,1.051,0.972,12.4,0.3
K03111.01,CANDIDATE,10.767947,72.0,3.649,2.09,1175.0,,6034.0,3.92,1.97,,17.0,0.92
K03111.02,CANDIDATE,4.328464,42.0,3.1662,1.47,1593.0,,6034.0,3.92,1.97,,15.3,0.84
K03112.01,CANDIDATE,2.118888,374.0,0.8063,2.3,1166.0,,5301.0,4.62,0.8,,15.3,0.97
K03113.01,CONFIRMED,2.460534,283.0,1.9935,1.49,1062.0,,4647.0,4.44,0.91,,17.9,0.03
K03114.01,FALSE POSITIVE,7.491341,37.0,6.4821,0.78,1001.0,,6197.0,4.45,1.03,,18.4,0.92
K03115.01,CONFIRMED,5.8660127,183.0,3.985,1.45,1064.0,302.77,6020.0,4.427,1.04,0.998,16.8,0.539
K03116.01,CONFIRMED,23.91103,317.0,5.0532,2.0,701.0,,6325.0,4.43,1.07,,13.2,0.64
K03117.01,CANDIDATE,6.066686,73.0,1.9871,1.48,1147.0,,5689.0,4.16,1.32,,17.3,0.95
K03118.01,FALSE POSITIVE,174.9598,388.0,5.2261,1.6,242.0,,4879.0,4.63,0.73,,6.6,0.8
K03119.01,CANDIDATE,2.184438,2139.0,1.1924,3.3,797.0,,3665.0,4.53,0.61,,24.0,0.87
K03120.01,CONFIRMED,4.135906,170.0,2.6013,1.29,1184.0,,6152.0,4.48,0.99,,17.2,0.38
K03121.01,FALSE POSITIVE,1.926891,157.0,1.2821,1.36,1607.0,,6210.0,4.42,1.07,,16.4,0.36
K03122.01,CONFIRMED,8.05334,49.0,5.199,1.09,1205.0,,6354.0,4.15,1.55,,19.9,0.43
K03123.01,CANDIDATE,15.23128,298.0,4.3063,1.7,775.0,,6176.0,4.47,1.0,,14.4,0.47
K03124.01,FALSE POSITIVE,4.8805542,107.7,8.464,0.55,707.0,58.98,4763.0,4.738,0.516,,24.9,0.5523
K03125.01,CONFIRMED,4.453434,46.0,3.9522,0.85,1378.0,,6640.0,4.33,1.26,,18.7,0.39
K03126.01,FALSE POSITIVE,2.213936,84.0,4.746,0.93,1425.0,,6021.0,4.47,0.98,,19.7,0.6
K03127.01,CONFIRMED,9.705716,141.3,6.922,1.26,943.0,186.89,6198.0,4.383,1.048,,14.8,0.3399
K03128.01,CANDIDATE,21.23599,112.0,4.2219,1.0,662.0,,5848.0,4.445,0.974,,18.0,0.02
K03129.01,FALSE POSITIVE,25.503628,204.4,3.913,1.61,586.0,27.85,5815.0,4.54,0.877,0.0,13.3,0.953
K03130.01,CONFIRMED,14.86398,200.0,2.1342,1.59,608.0,,5142.0,4.54,0.78,,15.6,0.98
K03130.02,CONFIRMED,5.652507,116.0,2.1602,0.83,837.0,,5142.0,4.54,0.78,,14.3,0.4
K03131.01,CONFIRMED,10.92944,218.0,5.8407,1.52,767.0,,5789.0,4.55,0.87,,14.5,0.88
K03132.01,FALSE POSITIVE,0.536652732,38.1,2.426,0.72,2428.0,8209.82,6025.0,4.377,1.093,,31.6,0.7156
K03133.01,FALSE POSITIVE,0.24183915,208.0,0.8538,1.32,2723.0,,5866.0,4.54,0.89,,36.7,0.61
K03134.01,FALSE POSITIVE,0.8657594,213.0,0.8634,1.74,1992.0,,6000.0,4.46,1.02,,21.8,0.84
K03135.01,FALSE POSITIVE,1.332562831,297.9,6.24,24.29,1532.0,1301.29,5718.0,4.549,0.863,0.0,37.3,1.241
K03136.01,CONFIRMED,2.391612,215.0,1.9619,1.07,1046.0,,4988.0,4.58,0.723,,15.3,0.51
K03137.01,CANDIDATE,1.3320418,141.0,1.6458,0.93,1377.0,,5402.0,4.61,0.77,,13.9,0.42
K03138.01,CONFIRMED,8.689102,2474.0,1.4115,4.6,517.0,,3888.0,4.586,0.609,,19.0,0.96
K03138.02,CONFIRMED,19.5352551,1732.0,1.013,0.53,161.0,0.16,2703.0,5.274,0.118,0.374,5.9,0.702
K03139.01,FALSE POSITIVE,0.636244,11.0,4.0,1.89,3455.0,,7113.0,4.01,2.06,,120.8,0.886
K03140.01,CONFIRMED,5.688814,261.0,2.4821,0.86,599.0,,4201.0,4.72,0.544,,14.6,0.14
K03141.01,CONFIRMED,2.319426,106.0,1.6555,0.88,1230.0,,5529.0,4.53,0.84,,13.3,0.55
K03142.01,CANDIDATE,27.94325,367.0,6.2699,2.0,675.0,,6378.0,4.43,1.09,,13.8,0.32
K03143.01,FALSE POSITIVE,4.4040248,58.0,2.4108,0.45,728.0,,4512.0,4.68,0.602,,4.9,0.3162
K03144.01,CONFIRMED,8.07394097,1056.0,2.455,1.59,420.0,7.33,3675.0,4.869,0.398,0.858,16.0,0.928
K03145.01,CONFIRMED,4.53702121,504.4,1.813,1.66,798.0,95.61,4805.0,4.633,0.688,1.0,15.7,0.706
K03145.02,CANDIDATE,0.977310396,278.0,1.592,1.15,1355.0,796.55,4812.0,4.607,0.713,,15.1,0.0533
K03146.01,CONFIRMED,39.85925,157.0,8.355,1.31,570.0,,5900.0,4.35,1.08,,14.3,0.03
K03147.01,CONFIRMED,39.44131,197.0,7.0978,1.17,499.0,,5765.0,4.55,0.86,,17.0,0.04
K03148.01,FALSE POSITIVE,11.505399,288.0,2.5,1.9,896.0,,6354.0,4.44,1.07,,14.3,0.69
K03149.01,FALSE POSITIVE,9.81102,61.0,2.0861,0.95,864.0,,5799.0,4.41,1.0,,4.8,0.9
K03152.01,FALSE POSITIVE,28.162611766,37918.0,3.19308,22.48,470.0,11.52,4936.0,4.54,0.761,,1232.6,0.9327
K03153.01,FALSE POSITIVE,75.378956838,551540.0,7.71755,59.19,364.0,4.15,5412.0,4.595,0.769,,6239.0,0.2567
K03155.01,FALSE POSITIVE,161.2529031,94008.0,24.3711,59.07,652.0,42.81,9341.0,4.222,1.87,0.0,576.6,0.227
K03156.01,CANDIDATE,0.761122372,965.0,1.028,4.77,2981.0,18660.94,6911.0,4.038,1.501,,10.5,0.2564
K03156.02,FALSE POSITIVE,1.434200285,2900.8,5.818,289.3,2411.0,7985.65,6911.0,4.038,1.501,,42.2,2.721
K03156.03,FALSE POSITIVE,8.653098686,60715.0,3.9071,77.15,1324.0,725.95,6911.0,4.038,1.501,0.0,262.6,1.11
K03156.04,CANDIDATE,94.2245418,48861.0,29.181,33.62,597.0,30.09,6911.0,4.038,1.501,,207.8,0.0221
K03157.01,FALSE POSITIVE,0.683105682,85.3,3.12,7.32,6757.0,492690.35,8247.0,3.17,7.762,,26.2,0.3133
K03158.01,CONFIRMED,3.600106155,27.5,2.0452,0.31,863.0,131.31,5032.0,4.683,0.593,,31.1,0.356
K03158.02,CONFIRMED,4.545878442,44.0,1.7367,0.39,799.0,96.19,5032.0,4.683,0.593,,38.8,0.3425
K03158.03,CONFIRMED,6.18940639,47.5,2.2112,0.4,721.0,63.89,5032.0,4.683,0.593,,42.4,0.2567
K03158.04,CONFIRMED,7.74347614,51.3,2.7852,0.42,669.0,47.32,5032.0,4.683,0.593,,45.3,0.3471
K03158.05,CONFIRMED,9.74048418,75.6,1.6909,0.51,620.0,34.84,5032.0,4.683,0.593,,47.3,0.0983
K03159.01,FALSE POSITIVE,2.9039446,13.1,10.542,1.17,2637.0,11446.75,7846.0,3.829,3.05,0.0,32.0,0.686
K03161.01,FALSE POSITIVE,6.09406648,3027.0,2.085,54.54,1417.0,953.63,6785.0,4.162,1.666,0.0,19.0,1.235
K03162.01,FALSE POSITIVE,0.716709958,70.8,0.5506,1.35,2719.0,12911.65,6109.0,4.018,1.547,,52.8,0.1476
K03163.01,FALSE POSITIVE,0.566801886,5.9,5.733,0.54,3862.0,52564.19,7589.0,4.023,2.169,,16.3,0.3733
K03164.01,FALSE POSITIVE,0.542498653,54.9,4.257,2.25,5157.0,167191.11,8711.0,3.795,2.954,,19.8,0.3422
K03165.01,CANDIDATE,4.11754421,34.3,4.362,1.02,1581.0,1477.06,6263.0,4.024,1.726,1.0,22.1,0.312
K03167.01,FALSE POSITIVE,0.499664962,34.3,1.6123,0.5,2056.0,4230.98,5570.0,4.561,0.855,0.0,31.6,0.28
K03168.01,CANDIDATE,56.34811,48.2,8.688,1.16,606.0,31.96,5968.0,4.088,1.59,,15.8,0.6305
K03169.01,FALSE POSITIVE,180.71809,31.2,10.85,1.28,546.0,20.98,7608.0,4.08,1.991,,8.6,0.8856
K03172.01,FALSE POSITIVE,6.5583706,136.0,3.286,39.06,1283.0,639.83,6144.0,4.083,1.606,0.0,18.1,1.213
K03172.02,FALSE POSITIVE,6.5588346,41.2,3.034,0.7,973.0,211.64,5780.0,4.438,1.0,,8.1,0.7173
K03173.01,FALSE POSITIVE,434.39148,120.3,13.02,1.59,236.0,0.73,5971.0,4.514,0.868,,10.4,0.9936
K03174.01,FALSE POSITIVE,0.566802492,224.4,4.435,1.64,2203.0,5563.01,5780.0,4.438,1.0,,82.4,0.9751
K03175.01,FALSE POSITIVE,2.302363555,44114.0,8.5441,19.94,1568.0,1429.81,5948.0,4.269,1.229,,605.1,0.5006
K03178.01,FALSE POSITIVE,0.523629052,122.0,3.443,46.33,9801.0,2181689.59,4136.0,1.392,44.448,,61.4,0.045
K03179.01,CONFIRMED,5.99077497,72.3,1.661,1.45,1379.0,854.53,6237.0,4.033,1.683,,18.0,0.253
K03180.01,FALSE POSITIVE,71.1577054,,4.85,,,,,,,,,
K03181.01,FALSE POSITIVE,73.26417,38.4,5.54,1.32,584.0,27.47,5424.0,3.832,2.11,,3.0,0.4719
K03182.01,FALSE POSITIVE,8.79991878,869.1,41.564,224.56,1979.0,3624.62,8092.0,3.725,3.267,,236.1,1.6053
K03184.01,CONFIRMED,7.545922037,22.2,4.0329,0.68,1084.0,326.67,5788.0,4.178,1.376,1.0,13.4,0.625
K03184.02,CONFIRMED,11.3220104,17.1,5.86,0.91,1215.0,515.77,6003.0,3.825,2.193,,8.1,0.1749
K03184.03,CANDIDATE,4.02018903,18.5,3.616,0.6,1337.0,754.66,5788.0,4.178,1.376,1.0,14.4,0.505
K03185.01,FALSE POSITIVE,0.934181579,12.1,3.943,0.79,3268.0,26937.31,7624.0,4.029,2.152,0.0,19.8,0.62
K03186.01,FALSE POSITIVE,681.9363102,186530.0,7.94066,61.52,220.0,0.56,6095.0,4.427,1.035,,5388.3,0.828
K03187.01,FALSE POSITIVE,0.705891195,15.0,5.281,1.0,4884.0,134291.26,10346.0,4.077,2.449,0.0,32.9,0.511
K03188.01,FALSE POSITIVE,12.607591424,79.5,29.1267,1.61,809.0,101.31,6047.0,4.47,1.002,0.0,41.6,0.996
K03190.01,CANDIDATE,8.95296799,42.6,2.916,0.73,1004.0,240.52,6280.0,4.35,1.116,,13.3,0.0982
K03191.01,FALSE POSITIVE,377.88909,92.8,9.259,3.17,606.0,31.87,9030.0,3.822,3.218,,11.6,0.1164
K03191.02,FALSE POSITIVE,371.17573,133.7,8.2,4.07,610.0,32.64,9030.0,3.822,3.218,0.598,12.1,0.781
K03192.01,FALSE POSITIVE,199.21638,62.5,9.23,2.36,706.0,58.73,8914.0,3.896,2.867,,10.6,0.5
K03193.01,FALSE POSITIVE,32.6122381,1321.4,2.886,31.96,570.0,24.92,5780.0,4.438,1.0,0.0,19.6,1.252
K03194.01,CANDIDATE,10.81311864,95.0,1.656,14.77,1102.0,348.37,6531.0,4.184,1.53,,17.2,1.0779
K03195.01,FALSE POSITIVE,121.70747,98.2,1.37,3.02,580.0,26.67,6362.0,3.858,2.27,,6.9,0.9778
K03196.01,CANDIDATE,4.96064303,21.0,2.846,0.64,1357.0,800.55,6422.0,4.234,1.392,,14.5,0.1661
K03196.02,CANDIDATE,6.88298548,32.3,1.774,0.81,1216.0,517.46,6422.0,4.234,1.392,,13.4,0.474
K03197.01,CANDIDATE,22.59921,149.0,40.97,1.93,865.0,132.2,6335.0,4.098,1.539,,3.2,0.4561
K03198.01,FALSE POSITIVE,273.528359,408.5,22.346,115.4,557.0,22.75,7682.0,3.838,2.783,,32.1,1.363
K03199.01,FALSE POSITIVE,3.88258905,57.8,2.741,0.78,1158.0,426.41,5780.0,4.438,1.0,0.0,13.2,0.553
K03200.01,FALSE POSITIVE,1.94468659,455.5,18.22,69.59,3334.0,29219.04,7894.0,3.644,3.521,,17.1,1.1592
K03201.01,FALSE POSITIVE,135.57186,41.2,9.94,0.83,439.0,8.77,6070.0,4.117,1.277,,5.7,0.2687
K03202.01,CANDIDATE,92.461135,122.4,14.344,2.86,564.0,23.91,5132.0,3.675,2.648,1.0,20.7,0.083
K03203.01,CANDIDATE,96.8172233,183.5,10.22,2.12,587.0,28.08,7095.0,4.134,1.523,,28.0,0.43
K03204.01,FALSE POSITIVE,0.572937573,80.8,2.576,1.57,3271.0,27058.33,7338.0,4.225,1.593,,32.0,0.7866
K03205.01,FALSE POSITIVE,1.332568744,24.1,3.755,0.58,1941.0,3346.25,6620.0,4.411,1.081,0.0,29.1,0.751
K03206.01,CANDIDATE,15.1516409,191.5,5.105,1.38,736.0,69.25,5780.0,4.438,1.0,0.819,11.4,0.173
K03207.01,CANDIDATE,0.954391636,75.5,7.19,2.63,3040.0,20201.13,7056.0,3.992,2.128,,60.7,0.9906
K03208.01,CANDIDATE,2.131661909,37.8,1.815,1.26,1941.0,3357.38,5884.0,3.96,1.986,,17.9,0.5412
K03209.01,CANDIDATE,11.91260013,122.9,6.032,1.31,980.0,218.2,6603.0,4.317,1.171,,28.2,0.0569
K03209.02,CANDIDATE,6.77067637,65.8,5.982,1.9,1499.0,1193.45,6337.0,3.893,2.335,0.57,19.6,0.127
K03210.01,FALSE POSITIVE,173.06929,576.7,12.84,30.29,518.0,17.08,7296.0,4.103,1.818,,19.9,1.1262
K03211.01,FALSE POSITIVE,1.366942422,62.7,2.015,0.86,1639.0,1705.64,5780.0,4.438,1.0,,22.3,0.3068
K03212.01,FALSE POSITIVE,3.0001181,8.4,9.678,0.74,2566.0,10247.93,8431.0,3.97,2.485,,9.6,0.3664
K03213.01,FALSE POSITIVE,14.15849823,347.3,46.356,90.09,1910.0,3145.0,8753.0,3.668,3.746,0.0,225.1,1.204
K03214.01,CONFIRMED,11.49499722,49.4,7.564,2.59,1394.0,893.54,6036.0,3.623,3.132,,23.8,0.8968
K03214.02,CANDIDATE,25.0898366,41.5,8.087,2.02,1075.0,315.46,6036.0,3.623,3.132,,13.7,0.1973
K03215.01,FALSE POSITIVE,1.039048037,19.0,1.684,0.42,1753.0,2230.32,5695.0,4.444,0.954,,11.3,0.2452
K03216.01,FALSE POSITIVE,5.66027658,383.0,0.779,1.67,950.0,192.77,5615.0,4.478,0.842,,31.3,0.2147
K03217.01,FALSE POSITIVE,5.0951349,28.8,4.306,1.31,1768.0,2308.87,6709.0,3.87,2.398,,8.7,0.3427
K03218.01,FALSE POSITIVE,1.213750279,26.9,3.828,0.61,1938.0,3334.07,6241.0,4.355,1.11,,29.8,0.6604
K03219.01,FALSE POSITIVE,0.544560519,33.1,1.697,43.58,11812.0,4601339.96,3715.0,0.851,80.529,,57.8,0.2263
K03220.01,CONFIRMED,81.4162941,666.3,12.1444,2.96,488.0,13.41,6499.0,4.394,1.095,,116.2,0.6155
K03221.01,FALSE POSITIVE,53.912783631,216.7,44.0504,4.25,697.0,55.85,6085.0,3.917,2.02,0.0,56.4,0.984
K03222.01,FALSE POSITIVE,0.607538435,34.9,5.549,1.34,3219.0,25377.69,7076.0,4.147,1.691,,30.4,0.9849
K03223.01,FALSE POSITIVE,0.962824061,125.0,2.8375,3.75,2847.0,15530.7,4900.0,3.418,3.47,,43.2,0.0309
K03224.01,CANDIDATE,3.43862245,45.8,1.299,0.56,1029.0,265.32,5431.0,4.582,0.779,,13.1,0.6775
K03225.01,CANDIDATE,4.87543387,36.6,1.941,0.82,1214.0,512.94,5511.0,4.133,1.366,,9.1,0.2501
K03226.01,FALSE POSITIVE,4.29392768,125.1,3.99,1.56,1339.0,759.93,6657.0,4.394,1.127,,20.0,0.9477
K03226.02,CANDIDATE,6.93650854,88.7,3.674,1.51,1305.0,687.21,6615.0,4.173,1.574,0.995,11.3,0.331
K03227.01,FALSE POSITIVE,2.42649862,29.2,2.014,0.75,1638.0,1705.27,6033.0,4.176,1.316,0.0,15.2,0.673
K03228.01,FALSE POSITIVE,0.98762513,28.6,1.127,1.14,3728.0,45704.5,9456.0,4.172,2.022,0.001,14.8,0.547
K03230.01,FALSE POSITIVE,8.80854183,174.7,34.7564,2.69,1000.0,236.05,6017.0,4.3,1.21,0.0,137.3,0.993
K03230.02,FALSE POSITIVE,3.796383639,31.1,8.6711,0.71,1323.0,724.17,6017.0,4.3,1.21,0.0,24.5,0.649
K03231.01,FALSE POSITIVE,19.7638777,61.0,13.079,1.27,901.0,155.45,6195.0,4.072,1.617,,22.1,0.084
K03232.01,CONFIRMED,6.05922662,158.2,1.268,1.86,1221.0,525.59,5902.0,4.139,1.474,,48.0,0.2004
K03233.01,FALSE POSITIVE,113.0707574,,9.03,,,,,,,,,
K03234.01,CONFIRMED,2.41811321,45.8,2.194,0.79,1572.0,1443.27,6379.0,4.36,1.111,,16.1,0.618
K03235.01,FALSE POSITIVE,66.713573,63.9,4.487,0.98,555.0,22.47,6745.0,4.361,1.182,,6.7,0.4916
K03236.01,CANDIDATE,7.1304571,33.5,2.652,0.68,1097.0,342.55,6435.0,4.386,1.128,,12.5,0.556
K03237.01,CONFIRMED,33.42035034,384.8,5.0911,1.84,542.0,20.38,5838.0,4.529,0.897,,46.0,0.6281
K03238.01,FALSE POSITIVE,58.3437362,1266.8,22.482,93.55,779.0,87.03,5896.0,3.65,3.006,0.0,75.0,1.246
K03239.01,FALSE POSITIVE,1.070982122,43.4,1.255,0.98,2122.0,4811.39,5717.0,4.109,1.433,0.0,9.0,0.563
K03240.01,FALSE POSITIVE,1.245325816,40.6,2.637,1.67,2676.0,12115.45,6106.0,3.781,2.477,,28.0,0.6625
K03241.01,FALSE POSITIVE,8.21429932,70.7,3.099,1.66,1312.0,701.11,6277.0,3.951,1.869,0.0,19.7,0.667
K03242.01,FALSE POSITIVE,1.54946891,20.4,6.619,1.32,3006.0,19304.93,7382.0,3.838,2.804,,25.1,0.5757
K03243.01,FALSE POSITIVE,8.42941256,88.7,2.337,1.2,1065.0,303.61,6348.0,4.311,1.204,,26.0,0.6498
K03244.01,FALSE POSITIVE,214.715417,5211.2,34.146,71.79,602.0,31.0,5022.0,3.06,5.826,0.0,161.3,0.981
K03245.01,CONFIRMED,10.60052083,60.9,4.509,1.09,987.0,224.28,6035.0,4.212,1.303,0.973,17.4,0.729
K03246.01,CONFIRMED,0.689967832,121.3,1.2135,1.86,2304.0,6665.5,4854.0,3.939,1.749,,68.7,0.099
K03247.01,FALSE POSITIVE,1.89132292,16.0,5.607,0.9,2799.0,14532.55,8482.0,4.089,2.106,0.0,14.8,0.709
K03248.01,CANDIDATE,6.91261747,36.5,2.298,0.65,995.0,231.63,5680.0,4.321,1.077,,12.7,0.1338
K03249.01,FALSE POSITIVE,0.918423569,57.1,3.497,0.94,2172.0,5263.43,6208.0,4.314,1.183,,41.9,0.6243
K03250.01,FALSE POSITIVE,0.573709256,131.2,1.4932,7.05,4415.0,90258.45,5261.0,3.13,5.769,0.0,37.5,0.69
K03251.01,FALSE POSITIVE,135.223193,56.3,8.989,0.92,417.0,7.18,6181.0,4.279,1.227,,8.9,0.0177
K03252.01,FALSE POSITIVE,3.22452656,57.5,5.156,24.48,4883.0,134353.84,3857.0,1.338,34.674,,24.3,0.0995
K03253.01,FALSE POSITIVE,1.89127438,32.3,4.491,2.03,3342.0,29488.85,7919.0,3.663,3.46,0.0,24.6,0.514
K03254.01,FALSE POSITIVE,1.33256944,20.6,3.89,0.46,1624.0,1636.72,5655.0,4.431,0.998,0.0,18.8,0.456
K03255.01,CONFIRMED,66.6504521,536.9,5.744,1.56,308.0,2.14,4550.0,4.627,0.679,0.955,27.1,0.433
K03256.01,FALSE POSITIVE,55.7002642,332.7,4.285,1.18,309.0,2.14,4267.0,4.608,0.67,,10.8,0.2976
K03257.01,FALSE POSITIVE,45.4335342,966.9,7.256,3.35,315.0,2.34,4371.0,4.712,0.559,,24.8,0.997
K03258.01,CANDIDATE,40.3510178,589.7,3.848,1.96,478.0,12.37,5658.0,4.567,0.815,,11.8,0.1892
K03259.01,CANDIDATE,72.9332762,770.4,3.829,2.45,389.0,5.44,5316.0,4.47,0.902,0.923,11.3,0.106
K03260.01,CONFIRMED,56.6746666,883.1,5.516,4.01,522.0,17.59,5541.0,4.189,1.295,0.502,22.7,0.626
K03261.01,CONFIRMED,12.27065865,316.5,3.106,1.73,811.0,102.25,6075.0,4.486,0.969,,24.2,0.1375
K03262.01,CONFIRMED,13.2274753,229.8,6.356,1.94,867.0,133.34,6269.0,4.405,1.155,0.966,16.4,0.803
K03263.01,CANDIDATE,76.87935893,21272.0,2.3819,7.71,202.0,0.4,3638.0,4.828,0.436,0.968,131.0,0.864
K03264.01,CANDIDATE,13.0152127,415.1,3.491,1.38,556.0,22.6,4794.0,4.622,0.643,,12.9,0.6577
K03265.01,FALSE POSITIVE,29.47318786,14572.0,6.4104,41.57,565.0,24.07,5838.0,4.529,0.897,,182.5,1.2675
K03266.01,CONFIRMED,54.5094166,682.7,4.222,1.55,310.0,2.19,4405.0,4.655,0.61,,17.1,0.0368
K03267.01,CONFIRMED,14.19593863,258.5,3.577,1.79,835.0,115.02,6202.0,4.395,1.11,,15.6,0.2025
K03268.01,FALSE POSITIVE,11.52482874,577.6,1.724,22.56,756.0,77.15,5592.0,4.472,0.892,1.0,16.2,1.205
K03269.01,FALSE POSITIVE,46.84007132,6740.6,3.8381,9501.16,552.0,22.0,6006.0,4.33,1.055,,150.9,83.4039
K03270.01,FALSE POSITIVE,21.99289818,3243.6,7.833,22.42,523.0,17.75,5205.0,4.604,0.747,,136.6,1.2021
K03271.01,CONFIRMED,19.5489666,523.8,1.78,1.89,579.0,26.62,5549.0,4.6,0.732,0.963,12.6,0.83
K03271.02,CANDIDATE,7.41834569,234.0,2.462,1.12,800.0,96.9,5549.0,4.6,0.732,1.0,11.2,0.049
K03272.01,FALSE POSITIVE,23.029435,853.1,7.862,96.26,645.0,40.87,5877.0,4.445,0.959,,40.2,1.8954
K03273.01,FALSE POSITIVE,27.6853358,1660.7,4.661,3.11,461.0,10.67,5216.0,4.673,0.639,0.0,49.3,0.897
K03274.01,CONFIRMED,35.622233,778.7,5.146,2.9,521.0,17.42,5796.0,4.544,0.871,,23.4,0.9023
K03275.01,FALSE POSITIVE,37.32481292,6176.4,6.8193,31.61,461.0,10.67,5306.0,4.55,0.79,,211.4,1.2672
K03276.01,FALSE POSITIVE,25.951984,2340.2,20.585,36.8,626.0,36.39,5889.0,4.46,1.046,0.0,131.4,1.266
K03277.01,CONFIRMED,42.913751,178.0,5.121,1.63,604.0,31.37,6148.0,4.298,1.217,,19.2,0.232
K03278.01,CANDIDATE,88.181186,1301.7,5.0285,2.94,356.0,3.79,5463.0,4.575,0.83,,92.8,0.0196
K03279.01,CONFIRMED,30.8277926,828.4,4.192,2.76,585.0,27.66,5982.0,4.493,0.96,,14.7,0.173
K03280.01,CONFIRMED,47.1611696,816.1,4.059,2.74,503.0,15.07,5936.0,4.501,0.965,,17.9,0.0008
K03281.01,CONFIRMED,47.0319479,471.6,5.906,1.7,437.0,8.62,5544.0,4.588,0.764,,16.4,0.5108
K03282.01,CONFIRMED,49.276764,1373.6,3.696,1.97,272.0,1.3,3894.0,4.71,0.541,,17.9,0.1622
K03283.01,FALSE POSITIVE,195.7093855,,10.78,,,,,,,,,
K03283.02,CANDIDATE,20.5719613,395.6,3.511,1.56,503.0,15.18,4944.0,4.614,0.721,,13.9,0.7491
K03283.03,CANDIDATE,87.707513,578.0,2.184,1.72,310.0,2.2,4944.0,4.614,0.721,,7.1,0.4
K03284.01,CONFIRMED,35.23318,402.5,3.757,0.98,273.0,1.31,3688.0,4.788,0.463,,16.4,0.6614
