kepoi_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_score,koi_model_snr,koi_impact
K01502.01,FALSE POSITIVE,1.876402,436.0,2.3778,2.1,1154.0,,5175.0,4.64,0.71,,45.8,0.97
K01503.01,CONFIRMED,150.2413,2428.0,10.8801,3.97,302.0,,5573.0,4.58,0.81,,81.4,0.34
K01504.01,FALSE POSITIVE,2.178155,430.0,2.5317,1.9,1426.0,,5994.0,4.48,0.96,,106.2,0.18
K01505.01,CONFIRMED,5.032589,433.0,3.4395,2.22,1050.0,,5963.0,4.51,0.93,,30.1,0.864
K01506.01,CONFIRMED,40.42805,912.0,7.1836,3.1,503.0,,5831.0,4.54,0.88,,46.7,0.89
K01507.01,CONFIRMED,21.35913,622.0,6.1108,2.8,689.0,,6150.0,4.47,1.0,,34.7,0.847
K01508.01,CONFIRMED,22.04579,764.0,5.6292,3.01,624.0,,5880.0,4.54,0.89,,33.1,0.918
K01509.01,FALSE POSITIVE,49.6456235,857.5,23.568,43.41,648.0,41.57,6273.0,4.129,1.493,0.001,176.5,1.236
K01510.01,CANDIDATE,0.839961456,492.9,1.3008,1.63,1455.0,1066.37,4932.0,4.618,0.718,1.0,35.1,0.548
K01511.01,CONFIRMED,2.578878,360.0,2.3304,1.74,1231.0,,5731.0,4.56,0.85,,42.1,0.71
K01512.01,FALSE POSITIVE,9.041798,743.0,2.2317,2.2,673.0,,5119.0,4.65,0.7,,37.2,0.85
K01513.01,FALSE POSITIVE,0.798200403,396.8,1.8261,24.03,2128.0,4875.01,6258.0,4.449,1.031,0.0,65.9,1.193
K01514.01,FALSE POSITIVE,1.399326503,206.4,1.8305,1.0,1143.0,402.58,4502.0,4.572,0.728,0.0,22.7,0.009
K01515.01,CONFIRMED,1.937034,341.0,1.4687,0.99,869.0,,4212.0,4.72,0.547,,49.9,0.36
K01515.02,CONFIRMED,7.061193,503.0,1.1918,1.49,561.0,,4212.0,4.72,0.547,,33.2,0.89
K01516.01,CONFIRMED,20.55341,716.0,5.0883,3.0,733.0,,6314.0,4.44,1.07,,42.8,0.68
K01517.01,CONFIRMED,40.06841,969.0,5.9708,3.2,562.0,,6061.0,4.43,1.03,,68.8,0.0192
K01518.01,CONFIRMED,27.50655,539.0,5.512,2.0,562.0,,5771.0,4.55,0.86,,32.9,0.0166
K01519.01,CONFIRMED,5.144392,322.0,2.5239,1.46,785.0,,4994.0,4.68,0.71,,20.5,0.83
K01519.02,CANDIDATE,57.132855,414.1,4.958,1.81,414.0,6.94,5157.0,4.445,0.904,0.742,11.0,0.32
K01520.01,CONFIRMED,18.45848,541.0,3.2938,1.9,604.0,,5372.0,4.51,0.83,,50.5,0.47
K01521.01,CONFIRMED,25.94199,620.0,3.9625,1.93,504.0,,5134.0,4.54,0.77,,40.1,0.45
K01522.01,CONFIRMED,33.38541,550.0,5.0904,2.32,572.0,,5803.0,4.41,0.99,,39.0,0.33
K01522.02,CANDIDATE,12.654896,100.6,4.325,1.02,801.0,97.41,5833.0,4.407,1.022,0.958,10.4,0.009
K01523.01,FALSE POSITIVE,8.48152,215.0,6.0311,1.4,771.0,,5264.0,4.5,0.83,,29.0,0.89
K01524.01,FALSE POSITIVE,1.3333888,168.0,1.43,,,,5026.0,4.536,,,13.8,
K01525.01,CONFIRMED,7.71468975,214.5,4.2955,2.15,1256.0,588.3,6915.0,4.261,1.448,,52.0,0.0179
K01525.02,CONFIRMED,11.80619472,109.1,4.522,1.53,1090.0,333.65,6915.0,4.261,1.448,,13.5,0.1631
K01526.01,CONFIRMED,4.44446,180.0,3.0803,1.42,1181.0,,6222.0,4.47,1.02,,20.7,0.6
K01527.01,CANDIDATE,192.667139,1148.3,5.443,3.64,283.0,1.52,5401.0,4.487,0.878,0.99,26.0,0.911
K01528.01,CONFIRMED,3.98955,171.0,1.5413,0.95,927.0,,5267.0,4.63,0.733,,28.1,0.31
K01529.01,CONFIRMED,17.98012,268.0,4.1249,2.22,766.0,,6314.0,4.45,1.06,,26.4,0.961
K01529.02,CONFIRMED,11.86817,105.0,5.977,1.23,880.0,,6314.0,4.45,1.06,,16.0,0.839
K01530.01,CONFIRMED,12.98497,280.0,3.4568,1.89,861.0,,6267.0,4.41,1.09,,44.1,0.53
K01531.01,CONFIRMED,5.699215,159.0,2.4901,1.46,1098.0,,6069.0,4.4,1.06,,45.8,0.76
K01532.01,CONFIRMED,18.1145,240.0,5.0633,2.15,853.0,,6450.0,4.29,1.29,,56.9,0.74
K01533.01,CONFIRMED,6.241515,159.0,3.3559,1.66,1111.0,,6352.0,4.42,1.1,,34.5,0.915
K01534.01,CONFIRMED,20.42226,194.0,6.3706,1.64,762.0,,6401.0,4.4,1.12,,38.0,0.646
K01534.02,CONFIRMED,7.63846023,78.6,3.971,1.05,1084.0,326.45,6422.0,4.369,1.173,,18.7,0.1973
K01535.01,CONFIRMED,70.6985,354.0,6.4663,2.22,505.0,,6190.0,4.33,1.18,,42.8,0.24
K01536.01,CONFIRMED,3.744351,80.0,3.3615,1.28,1250.0,,5862.0,4.38,1.15,,27.7,0.938
K01537.01,CANDIDATE,10.19144,65.0,6.4902,0.82,922.0,,6063.0,4.372,1.116,,31.4,0.0082
K01538.01,FALSE POSITIVE,10.581581804,116320.0,6.67078,53.99,1098.0,342.98,6168.0,4.074,1.567,,4993.3,0.1642
K01539.01,FALSE POSITIVE,2.819454482,73134.0,4.3141,29.87,1358.0,803.4,5767.0,4.33,1.074,,823.7,0.4945
K01540.01,FALSE POSITIVE,1.20785347,50767.0,4.1629,36.0,1568.0,,5656.0,4.52,0.87,,1191.7,1.054
K01541.01,FALSE POSITIVE,2.37928191,52183.0,3.2246,23.8,1502.0,,6333.0,4.44,1.07,,1759.3,0.023
K01541.02,FALSE POSITIVE,66.34455122,,3.64,,,,,,,,,
K01542.01,FALSE POSITIVE,2.586877766,24917.0,5.8692,19.35,1667.0,1823.52,6812.0,4.343,1.172,,280.0,0.5763
K01543.01,FALSE POSITIVE,3.96433383,27638.0,4.7665,15.8,1195.0,,6115.0,4.49,0.98,,2494.8,0.028
K01544.01,FALSE POSITIVE,1.5259252,21409.0,3.7472,55.0,1642.0,,5945.0,4.43,1.06,,588.9,1.3
K01545.01,FALSE POSITIVE,5.9103688,19077.0,3.9793,10.8,928.0,,5970.0,4.65,0.81,,1263.4,0.03
K01545.02,FALSE POSITIVE,5.91039905,,3.85,,,,,,,0.0,,
K01546.01,CANDIDATE,0.9175471,14150.0,1.7196,9.5,1679.0,,5632.0,4.58,0.82,,145.9,0.0236
K01547.01,CANDIDATE,30.693952502,20105.0,2.96112,14.54,617.0,34.18,6147.0,4.457,1.023,,370.7,0.0147
K01548.01,FALSE POSITIVE,2.139325884,5904.2,2.7457,7.49,1011.0,246.8,4770.0,4.636,0.667,,655.1,0.9472
K01549.01,CANDIDATE,29.481015,11908.0,3.7061,74.0,598.0,,5676.0,4.36,1.03,,434.4,1.55
K01550.01,FALSE POSITIVE,2.233798586,3245.6,2.9823,7.14,1291.0,656.31,5735.0,4.549,0.854,,310.3,0.9632
K01551.01,FALSE POSITIVE,31.13860835,11225.0,5.2758,12.59,583.0,27.22,5919.0,4.485,1.0,,244.3,0.8818
K01552.01,CANDIDATE,77.63424586,16612.0,4.1002,9.4,325.0,2.65,4812.0,4.548,0.755,0.939,185.5,0.113
K01553.01,CONFIRMED,52.75886,5814.0,6.6073,7.4,503.0,,6119.0,4.49,0.98,,289.8,0.01
K01554.01,FALSE POSITIVE,1.332567,1372.0,4.1106,2.8,1441.0,,5734.0,4.67,0.78,,145.3,0.13
K01555.01,FALSE POSITIVE,41.07754,3661.0,4.92,9.0,523.0,,5442.0,4.36,1.12,,114.3,0.93
K01556.01,FALSE POSITIVE,135.9109189,11077.0,5.53,,,,5843.0,4.463,,,102.6,
K01557.01,CONFIRMED,3.2957058,1769.0,1.8417,2.8,884.0,,4779.0,4.62,0.67,,159.4,0.53
K01557.02,CONFIRMED,9.653484,1332.0,2.8974,2.4,617.0,,4779.0,4.62,0.67,,91.3,0.31
K01557.03,CONFIRMED,5.315965,956.0,1.2058,2.6,748.0,,4779.0,4.62,0.67,,67.5,0.907
K01557.04,CONFIRMED,1.499142,248.0,1.407,1.06,1136.0,,4779.0,4.62,0.67,,31.3,0.49
K01558.01,CANDIDATE,32.504651,6961.0,2.5888,36.0,571.0,,5874.0,4.48,0.99,,221.9,1.24
K01559.01,FALSE POSITIVE,1.3325655,693.0,4.2268,1.55,1105.0,,4541.0,4.67,0.609,,146.0,0.03
K01560.01,FALSE POSITIVE,31.569127,4376.0,2.6788,17.1,572.0,,5633.0,4.39,0.99,,166.9,1.06
K01561.01,CANDIDATE,9.085941,2184.0,2.2756,26.0,888.0,,6001.0,4.48,0.97,,57.6,1.19
K01562.01,FALSE POSITIVE,0.7845087,900.0,1.786,2.3,1717.0,,5735.0,4.66,0.78,,65.1,0.34
K01562.02,CANDIDATE,20.0679247,482.2,5.236,2.25,662.0,45.49,5997.0,4.522,0.904,0.776,13.8,0.849
K01563.01,CONFIRMED,5.48711441,1328.6,2.93,3.24,836.0,115.29,5103.0,4.562,0.787,1.0,51.9,0.812
K01563.02,CONFIRMED,8.29087418,1176.5,3.414,3.34,745.0,73.01,5106.0,4.511,0.803,,56.6,0.8981
K01563.03,CONFIRMED,3.20539622,453.6,2.143,1.7,1000.0,236.11,5103.0,4.562,0.787,1.0,20.6,0.512
K01563.04,CONFIRMED,16.73866,1108.0,2.9084,3.6,575.0,,4918.0,4.51,0.87,,20.9,0.935
K01564.01,CONFIRMED,53.44965,3553.0,5.2811,5.1,453.0,,5796.0,4.55,0.87,,133.3,0.1
K01565.01,FALSE POSITIVE,0.46674288,909.0,1.0284,2.7,2169.0,,5785.0,4.55,0.87,,132.1,0.56
K01566.01,FALSE POSITIVE,1.72717694,405.7,2.062,1.47,1272.0,618.72,5427.0,4.603,0.734,,18.2,0.2317
K01567.01,CONFIRMED,7.240136,876.0,3.0868,2.56,774.0,,5027.0,4.52,0.88,,50.4,0.37
K01567.02,CONFIRMED,4.646195,499.0,2.3324,2.01,902.0,,5027.0,4.52,0.88,,30.0,0.58
K01567.03,CONFIRMED,17.32639,744.0,4.4055,2.31,580.0,,5027.0,4.52,0.88,,38.9,0.01
K01567.04,CONFIRMED,44.8418,1046.0,5.6337,2.81,422.0,,5027.0,4.52,0.88,,32.1,0.39
K01568.01,FALSE POSITIVE,1.008916764,541.6,2.1344,36.11,1637.0,1698.88,5708.0,4.578,0.795,,45.2,1.3946
K01569.01,CONFIRMED,13.7521,1251.0,3.2045,2.88,546.0,,4777.0,4.63,0.665,,39.4,0.89
K01570.01,CONFIRMED,6.338518,687.0,3.4106,2.85,944.0,,5863.0,4.54,0.92,,59.6,0.894
K01571.01,FALSE POSITIVE,2.928789012,710.1,4.565,22.36,1239.0,556.77,5955.0,4.534,0.883,,56.7,1.2036
K01572.01,CONFIRMED,9.80314,812.0,4.4466,2.46,801.0,,5920.0,4.59,0.87,,58.5,0.14
K01573.01,CONFIRMED,24.81097206,2090.8,3.2245,4.22,631.0,37.43,6086.0,4.511,0.921,1.0,123.9,0.039
K01573.02,CANDIDATE,7.136813,200.0,3.5045,1.62,978.0,,6106.0,4.49,0.98,,24.7,0.878
K01574.01,CONFIRMED,114.73653,4848.0,12.0656,6.2,345.0,,5723.0,4.56,0.85,,255.3,0.655
K01574.02,CONFIRMED,191.239133,1061.2,16.942,6.47,401.0,6.14,5597.0,3.963,1.699,0.0,36.8,0.876
K01574.03,CANDIDATE,5.83393857,134.4,4.5813,1.98,1285.0,642.83,5597.0,3.963,1.699,0.952,17.6,0.398
K01574.04,CANDIDATE,8.9772888,97.5,4.72,1.79,1113.0,362.75,5597.0,3.963,1.699,0.946,10.3,0.702
K01575.01,FALSE POSITIVE,24.3280794,1446.5,6.033,7561.51,520.0,17.28,5285.0,4.592,0.78,,26.5,89.7474
K01576.01,CONFIRMED,10.415808,850.0,2.7401,3.2,836.0,,5577.0,4.34,1.03,,82.7,0.68
K01576.02,CONFIRMED,13.084143,684.0,3.0347,2.8,778.0,,5577.0,4.34,1.03,,69.2,0.65
K01576.03,CANDIDATE,23.34032,198.0,2.7258,1.64,619.0,,5445.0,4.38,1.04,,10.3,0.83
K01577.01,CONFIRMED,2.806242,539.0,1.8127,1.46,789.0,,4320.0,4.71,0.566,,23.7,0.79
K01578.01,FALSE POSITIVE,2.27190526,216.0,7.248,12.22,1318.0,714.27,5788.0,4.506,0.856,,42.8,1.115
K01579.01,FALSE POSITIVE,7.132359117,753.2,2.9176,14.53,1578.0,1466.12,7530.0,4.08,1.93,,93.3,1.0283
K01580.01,FALSE POSITIVE,21.3781146,556.1,19.359,3.18,727.0,65.94,6218.0,4.417,1.131,0.0,35.4,0.906
K01581.01,CONFIRMED,29.5422566,879.9,13.902,3.15,515.0,16.56,5510.0,4.572,0.803,1.0,39.5,0.959
K01581.02,CONFIRMED,144.5431,1082.0,16.1541,2.9,303.0,,5506.0,4.57,0.81,,27.2,0.752
K01582.01,CANDIDATE,186.4359211,4819.0,5.809,6.64,278.0,1.42,5570.0,4.581,0.766,,72.8,0.925
K01583.01,CONFIRMED,8.04732,465.0,4.8622,2.17,867.0,,5841.0,4.54,0.88,,37.9,0.837
K01584.01,CONFIRMED,5.870719,532.0,2.4586,1.37,613.0,,4280.0,4.71,0.558,,26.5,0.69
K01585.01,CONFIRMED,19.17903,783.0,5.0599,2.4,630.0,,5751.0,4.56,0.86,,38.0,0.01
K01586.01,CONFIRMED,6.991307,562.0,2.0602,1.55,654.0,,4735.0,4.69,0.628,,40.2,0.62
K01587.01,CANDIDATE,52.97116,4097.0,3.3807,18.0,400.0,,5181.0,4.55,0.78,,64.2,1.13
K01588.01,CONFIRMED,3.517482,533.0,1.5717,1.24,714.0,,4246.0,4.72,0.552,,63.3,0.17
K01589.01,CONFIRMED,8.72585478,446.7,4.473,2.86,985.0,222.19,6036.0,4.326,1.131,0.998,37.7,0.911
K01589.02,CONFIRMED,12.88296485,491.6,5.661,2.94,819.0,106.21,6028.0,4.421,1.022,,41.1,0.9611
K01589.03,CONFIRMED,27.4345883,507.0,5.11,2.3,636.0,38.78,6028.0,4.421,1.022,,25.4,0.0432
K01589.04,CONFIRMED,4.22453631,159.1,3.128,1.6,1254.0,584.24,6036.0,4.326,1.131,0.996,16.7,0.823
K01589.05,CONFIRMED,44.55208,338.0,5.9989,2.02,543.0,,6013.0,4.42,1.03,,18.2,0.68
K01590.01,CANDIDATE,12.89016,567.0,3.5534,1.63,590.0,,4931.0,4.59,0.71,,36.5,0.01
K01590.02,CONFIRMED,2.355746434,322.3,1.759,1.34,1083.0,325.79,4962.0,4.536,0.767,,17.5,0.2003
K01590.03,CANDIDATE,4.746676,264.0,2.3706,1.14,818.0,,4931.0,4.59,0.71,,12.9,0.36
K01591.01,CONFIRMED,19.65667,857.0,3.18,3.01,546.0,,5289.0,4.62,0.74,,29.6,0.969
K01592.01,FALSE POSITIVE,26.0694773,924.0,7.482,6.55,591.0,28.85,5585.0,4.409,0.91,,64.1,1.0151
K01593.01,CONFIRMED,9.69483,530.0,2.6505,2.2,821.0,,5876.0,4.53,0.89,,18.6,0.61
K01593.02,CONFIRMED,15.3825394,550.5,3.815,2.14,714.0,61.61,5896.0,4.516,0.914,1.0,18.4,0.015
K01594.01,FALSE POSITIVE,1.818937575,376.2,1.6354,1.94,1550.0,1364.15,6153.0,4.487,0.962,,41.3,0.5723
K01595.01,CONFIRMED,40.10999,784.0,5.4577,3.0,527.0,,5966.0,4.51,0.93,,40.8,0.845
K01596.01,CONFIRMED,5.923589,374.0,2.7905,1.34,699.0,,4680.0,4.65,0.642,,28.6,0.72
K01596.02,CONFIRMED,105.3531,1238.0,4.318,3.09,268.0,,4680.0,4.65,0.642,,29.3,0.953
K01597.01,CANDIDATE,7.79670541,365.0,4.6764,2.47,1121.0,373.64,6535.0,4.348,1.283,,77.4,0.0823
K01598.01,CONFIRMED,56.4744,1070.0,5.828,3.3,455.0,,5818.0,4.52,0.9,,77.1,0.815
K01598.02,CONFIRMED,92.8756,638.0,7.1491,2.5,386.0,,5818.0,4.52,0.9,,41.0,0.784
K01598.03,CONFIRMED,13.93078,168.0,2.1785,1.47,726.0,,5818.0,4.52,0.9,,18.5,0.942
K01599.01,CONFIRMED,20.4074846,363.4,8.839,2.9,660.0,44.8,5823.0,4.472,0.972,0.9,24.5,0.986
K01599.02,CONFIRMED,13.6141,316.0,3.1233,1.9,739.0,,5760.0,4.48,0.92,,23.7,0.84
K01600.01,FALSE POSITIVE,12.36566924,571.4,3.505,57.34,803.0,98.51,6075.0,4.495,0.952,,28.7,1.5314
K01601.01,CONFIRMED,10.35113,265.0,6.266,1.59,768.0,,5726.0,4.56,0.85,,39.1,0.844
K01601.02,CONFIRMED,62.9147,412.0,11.3996,1.98,422.0,,5726.0,4.56,0.85,,32.8,0.848
K01602.01,CONFIRMED,9.97716876,252.9,5.908,2.53,1028.0,263.89,5557.0,4.037,1.616,0.993,21.8,0.002
K01602.02,CANDIDATE,3.03359398,95.6,4.026,1.55,1529.0,1294.06,5557.0,4.037,1.616,0.899,12.3,0.023
K01603.01,CONFIRMED,3.021542,176.0,3.2023,1.66,1354.0,,6218.0,4.46,1.02,,36.7,0.92
K01604.01,FALSE POSITIVE,72.4915212,1286.1,3.602,4.68,442.0,9.0,5751.0,4.371,0.943,,59.5,0.9676
K01605.01,FALSE POSITIVE,4.939136,351.0,1.2826,6.0,1157.0,,5895.0,4.33,1.11,,27.4,1.02
K01606.01,CONFIRMED,5.082709,256.0,1.8732,1.6,990.0,,5578.0,4.5,0.938,,44.3,0.67
K01607.01,FALSE POSITIVE,5.00673128,235.9,1.8904,2.14,1324.0,726.94,6116.0,4.158,1.383,,35.2,0.2383
K01608.01,CONFIRMED,9.17608,205.0,4.441,1.85,985.0,,6285.0,4.38,1.12,,37.9,0.863
K01608.02,CONFIRMED,19.7383992,168.1,4.894,1.61,744.0,72.32,5903.0,4.3,1.156,0.998,20.3,0.732
K01608.03,CONFIRMED,232.058029,331.5,11.751,2.01,316.0,2.36,5897.0,4.357,1.081,,16.5,0.481
K01609.01,CONFIRMED,41.6980186,440.8,5.7047,2.03,537.0,19.61,5997.0,4.466,0.971,0.996,43.4,0.002
K01610.01,FALSE POSITIVE,0.883778461,120.1,1.6339,1.09,1934.0,3316.4,5975.0,4.453,0.949,0.0,31.7,0.605
K01611.01,FALSE POSITIVE,41.077586338,136970.0,6.1187,23.48,347.0,3.41,4452.0,4.649,0.623,,7901.4,0.4928
K01612.01,CONFIRMED,2.465031,29.0,1.1893,0.78,1606.0,,6027.0,4.22,1.31,,28.6,0.935
K01613.01,CONFIRMED,15.8662,77.0,4.1829,1.07,760.0,,5945.0,4.408,1.041,,31.9,0.872
K01613.02,CANDIDATE,94.093962,59.3,10.797,1.02,483.0,12.82,6044.0,4.192,1.327,,16.3,0.0262
K01613.03,CANDIDATE,20.605501,37.1,3.793,0.85,806.0,99.53,6099.0,4.193,1.308,0.991,11.1,0.705
K01614.01,FALSE POSITIVE,20.71855,181.0,4.7662,2.17,775.0,,5838.0,4.19,1.33,,25.8,0.924
K01615.01,CONFIRMED,1.340638,100.0,1.7195,1.17,1764.0,,5986.0,4.41,1.115,,42.5,0.583
K01616.01,CONFIRMED,13.93281,147.0,2.424,1.38,817.0,,6037.0,4.4,1.128,,32.1,0.35
K01616.02,CANDIDATE,34.775371,38.8,2.93,0.67,582.0,27.11,6028.0,4.459,1.047,,5.7,0.4758
K01617.01,FALSE POSITIVE,135.908,25.0,1.8329,0.94,403.0,,6210.0,4.35,1.15,,1.9,0.91
K01618.01,CONFIRMED,2.364369015,28.8,3.2852,0.81,1723.0,2084.81,6173.0,4.186,1.506,,29.7,0.141
K01619.01,CANDIDATE,20.6655144,108.0,3.204,0.68,488.0,13.45,4827.0,4.597,0.674,,24.4,0.1425
K01620.01,FALSE POSITIVE,0.9598524,60.0,2.0665,0.74,1844.0,,5845.0,4.446,0.972,,56.9,0.021
K01621.01,CONFIRMED,20.31035,156.0,5.4666,2.48,891.0,,5990.0,4.03,1.76,,49.3,0.833
K01622.01,CANDIDATE,69.8347011,257.6,8.269,3.47,765.0,80.97,7732.0,4.075,2.022,,49.8,0.7062
K01623.01,FALSE POSITIVE,110.9215892,498.0,5.282,3.71,443.0,9.12,5725.0,4.148,1.384,0.188,48.2,0.905
K01624.01,FALSE POSITIVE,2.9954151,493.0,6.1241,160.0,2508.0,,6090.0,3.42,4.36,,170.6,1.3165
K01625.01,FALSE POSITIVE,1.221204888,111.6,1.8511,1.1,1772.0,2334.4,5874.0,4.378,0.997,0.0,27.3,0.6
K01626.01,CONFIRMED,2.534773,461.0,4.3969,2.05,1185.0,,5439.0,4.53,0.9,,52.4,0.673
K01627.01,CONFIRMED,10.29678,668.0,2.8158,2.14,689.0,,5207.0,4.59,0.82,,33.0,0.48
K01627.02,CONFIRMED,5.93916,294.0,2.3038,1.43,829.0,,5207.0,4.59,0.82,,18.2,0.49
K01627.03,CANDIDATE,3.80680243,301.3,2.185,1.34,985.0,222.24,5412.0,4.595,0.769,,12.3,0.3991
K01628.01,CONFIRMED,19.747469,473.0,3.5427,2.85,763.0,,6197.0,4.38,1.192,,53.4,0.787
K01628.02,CONFIRMED,1.77244975,77.4,2.454,0.98,1641.0,1715.03,6173.0,4.429,1.108,,22.8,0.0868
K01628.03,CANDIDATE,37.8404232,232.6,6.408,1.76,607.0,32.14,6243.0,4.406,1.149,0.0,23.7,0.211
K01629.01,CONFIRMED,4.40966548,134.8,2.1066,1.32,1186.0,468.0,5862.0,4.365,1.149,,26.6,0.0419
K01630.01,CANDIDATE,11.30507984,278.4,3.989,1.4,744.0,72.67,5705.0,4.556,0.844,0.988,19.5,0.195
K01631.01,FALSE POSITIVE,0.59224443,4127.0,1.0979,6.5,1755.0,,5053.0,4.56,0.74,,341.0,0.93
K01632.01,CONFIRMED,4.59492,101.0,2.9439,1.36,1341.0,,6454.0,4.31,1.26,,30.6,0.69
K01633.01,CONFIRMED,32.2964275,472.2,4.561,1.9,503.0,15.14,5246.0,4.47,0.891,0.977,17.9,0.207
K01634.01,FALSE POSITIVE,46.8823,298.0,2.1676,1.63,509.0,,6034.0,4.51,0.95,,5.6,0.35
K01635.01,FALSE POSITIVE,3.37468528,78800.0,3.8253,54.0,1085.0,,5620.0,4.57,0.82,,2731.5,1.22
K01636.01,FALSE POSITIVE,2.618349,158.0,3.2334,1.26,1307.0,,5953.0,4.52,0.92,,28.3,0.76
K01636.02,FALSE POSITIVE,14.5862195,202.2,2.733,1.17,702.0,57.32,5904.0,4.565,0.819,,9.3,0.0133
K01637.01,CONFIRMED,2.970439,481.0,2.661,1.43,818.0,,4894.0,4.87,0.55,,28.6,0.884
K01638.01,FALSE POSITIVE,4.5935928,1333.0,1.9648,3.6,1123.0,,6078.0,4.5,0.96,,132.2,0.44
K01639.01,FALSE POSITIVE,125.0038,183.0,6.6447,1.4,395.0,,6266.0,4.45,1.04,,8.8,0.11
K01639.02,CANDIDATE,9.98226,116.0,1.074,1.37,891.0,,6044.0,4.44,1.05,,7.2,0.94
K01640.01,FALSE POSITIVE,6.17039154,502.9,2.116,2.17,1029.0,264.63,6137.0,4.487,0.963,,19.0,0.1755
K01641.01,CONFIRMED,4.85382,194.0,2.7349,1.36,1092.0,,6042.0,4.5,0.96,,16.7,0.46
K01642.01,FALSE POSITIVE,0.3648612,124.0,1.6677,0.95,2320.0,,5344.0,4.46,0.87,,28.8,0.14
K01643.01,CONFIRMED,11.04564,364.0,4.5275,2.06,871.0,,6074.0,4.42,1.03,,28.2,0.61
K01644.01,FALSE POSITIVE,2.621703137,4980.9,1.9229,68.2,1287.0,648.75,5749.0,4.436,0.881,,151.8,1.6343
K01645.01,CANDIDATE,41.166759,5424.0,2.2338,22.0,442.0,,5197.0,4.53,0.79,,351.4,1.17
K01646.01,CONFIRMED,3.720226,173.0,1.8705,0.94,908.0,,4969.0,4.58,0.72,,19.7,0.42
K01647.01,CONFIRMED,14.97015,279.0,5.9628,1.97,787.0,,5880.0,4.36,1.08,,32.3,0.761
K01647.02,CONFIRMED,32.2753853,223.9,8.622,2.31,683.0,51.5,5726.0,4.123,1.483,0.987,17.9,0.608
K01647.03,CANDIDATE,6.33027476,89.2,3.67,1.02,1046.0,283.31,5900.0,4.363,1.07,,9.8,0.3288
K01648.01,CONFIRMED,38.32527,369.0,2.5586,1.41,444.0,,5331.0,4.62,0.75,,15.5,0.19
K01649.01,CONFIRMED,4.043539,419.0,1.6887,1.06,627.0,,3969.0,4.75,0.513,,24.8,0.33
K01650.01,CONFIRMED,6.53251,609.0,3.6448,2.23,844.0,,5426.0,4.58,0.85,,40.0,0.56
K01650.02,CONFIRMED,100.8274113,1925.8,8.281,4.05,363.0,4.08,5638.0,4.529,0.903,,37.5,0.5291
K01651.01,CONFIRMED,51.3002,559.0,5.8989,2.7,494.0,,6034.0,4.51,0.94,,22.9,0.928
K01652.01,FALSE POSITIVE,1.083736642,8930.8,1.57912,237.84,3641.0,41465.78,5591.0,3.227,5.618,0.0,954.2,1.265
K01653.01,FALSE POSITIVE,2.4557139,289.0,2.36,11.5,1868.0,,5216.0,3.72,2.5,,32.6,1.01
K01654.01,CANDIDATE,1.097210884,41914.0,1.622,9.35,740.0,71.01,3497.0,4.92,0.334,,327.7,0.8805
K01655.01,CONFIRMED,0.9384704,220.0,1.3268,1.53,1866.0,,5885.0,4.44,0.98,,58.3,0.63
K01656.01,CANDIDATE,51.3895448,547.9,5.45,2.68,522.0,17.49,6084.0,4.42,1.025,,16.1,0.8191
K01657.01,FALSE POSITIVE,3.8867133,4336.0,10.2357,7.5,1114.0,,5863.0,4.54,0.89,,840.2,0.917
K01658.01,CONFIRMED,1.54492977,5661.0,1.4841,12.35,1919.0,,6422.0,4.32,1.331,,1499.3,0.9256
K01659.01,CONFIRMED,29.53838,445.0,4.3261,2.7,694.0,,6530.0,4.39,1.16,,19.8,0.76
K01660.01,CANDIDATE,35.6364022,452.6,4.888,1.99,537.0,19.62,5926.0,4.532,0.887,0.985,15.7,0.654
K01661.01,FALSE POSITIVE,0.9477334,12519.0,1.88,,,,6039.0,4.182,,,254.2,
K01662.01,FALSE POSITIVE,0.784031658,352.2,0.7773,1.55,1705.0,1995.65,5435.0,4.578,0.824,0.0,28.2,0.102
K01663.01,FALSE POSITIVE,11.769127,552.0,2.5604,3.1,851.0,,6188.0,4.47,1.01,,30.2,0.96
K01664.01,FALSE POSITIVE,44.638977,26871.0,4.6025,63.0,518.0,,5940.0,4.48,0.99,,597.1,1.35
K01665.01,CONFIRMED,6.9338,114.0,4.5793,1.15,985.0,,6119.0,4.49,0.97,,27.2,0.803
K01665.02,CANDIDATE,5.91461,78.0,3.2063,1.02,1026.0,,5925.0,4.46,1.03,,8.5,0.9
K01666.01,FALSE POSITIVE,0.9680274,190.0,0.8737,1.7,2120.0,,6443.0,4.42,1.11,,36.7,0.79
K01667.01,FALSE POSITIVE,1.17996964,1012.0,2.0277,23.3,2690.0,,5692.0,3.7,2.75,,377.2,1.03
K01668.01,FALSE POSITIVE,10.10176619,815.0,2.321,7.59,829.0,111.86,6058.0,4.54,0.867,,35.6,1.0377
K01669.01,CONFIRMED,61.039,411.0,8.4774,2.23,523.0,,6382.0,4.42,1.1,,42.1,0.0304
K01670.01,FALSE POSITIVE,10.57906,348.0,1.638,2.04,909.0,,6309.0,4.45,1.06,,24.8,0.54
K01671.01,CONFIRMED,1.480311,61.0,2.6757,1.1,1809.0,,5905.0,4.28,1.25,,24.3,0.77
